country,variable,coef,se
IRL,lenpr_csmean_lag,-0.5807537878436051,0.2319420075886911
IRL,open_csmean_lag,0.7052553253997758,0.359153582362526
IRL,expgdp_csmean_lag,2.198142639485013,1.4934003428243985
IRL,iy_csmean_lag,3.4458909316181234,1.3627114287204807
IRL,dlenpr,0.060834967199525636,0.1169562798233313
ITA,const,0.8064287857559975,0.8352620578142976
ITA,l_dlcpi2,-0.22659507763069087,0.05239181023849195
ITA,dopen,-0.028612801045142078,0.038662534097732536
ITA,dexpgdp,0.1709040965922668,0.05177101446974329
ITA,diy,0.3727072446085913,0.09760559516907717
ITA,l_lrgdpmad,-0.10314174059931247,0.08945997860229413
ITA,l_lcpi,0.010553055944910739,0.08752407580093649
ITA,l_open,-0.03458102291551768,0.04866971699401514
ITA,l_iy,0.07710167063396511,0.21389238613736541
ITA,mod,-0.004728290001995816,0.003474813480962523
ITA,dlenprmod,0.1029626747384782,0.025865429580753156
ITA,lrgdpmad_csmean,0.807789864345068,0.1320485499585756
ITA,lcpi_csmean,0.9325433078265633,0.189427937325971
ITA,lenpr_csmean,-0.007075408703599351,0.03534286964847029
ITA,open_csmean,-0.005762737559393827,0.051467912863117166
ITA,expgdp_csmean,-0.49374574866993726,0.26112999178784146
ITA,iy_csmean,-0.1947463643946321,0.30592393263033446
ITA,lrgdpmad_csmean_lag,-0.8019350196600499,0.10767421409127856
ITA,lcpi_csmean_lag,-0.8765258328039636,0.32545902277906014
ITA,lenpr_csmean_lag,-0.018679326663914253,0.03383562314798119
ITA,open_csmean_lag,-0.02873495670377224,0.06104980795782035
ITA,expgdp_csmean_lag,0.37851394737663213,0.305936688604744
ITA,iy_csmean_lag,0.08391763855433965,0.23896934990553464
ITA,dlenpr,-0.17721507572400697,0.026212828846667254
JPN,const,0.6764115961705102,1.104240660226888
JPN,l_dlcpi2,0.040061999402723814,0.036814620764314146
JPN,dopen,0.18256226305265955,0.07838854400792168
JPN,dexpgdp,-0.6975281807790452,0.2099762016299302
JPN,diy,1.48793282981228,0.09833100894553594
JPN,l_lrgdpmad,-0.7285087096170173,0.09481357443988891
JPN,l_lcpi,0.00572328784619458,0.030408705776035112
JPN,l_open,0.21131714577495586,0.09636668549878863
JPN,l_iy,1.5122408350209753,0.23607328508725853
JPN,mod,0.006574766121957509,0.006532635276634345
JPN,dlenprmod,0.1115748427756671,0.01780956649865228
JPN,lrgdpmad_csmean,0.6170120780252546,0.1839106277340227
JPN,lcpi_csmean,0.215767780447095,0.14935132207444204
JPN,lenpr_csmean,-0.041577100294830416,0.02980759095396226
JPN,open_csmean,-0.11639017069205693,0.03374907858449749
JPN,expgdp_csmean,-0.012123783712013392,0.2968006318731252
JPN,iy_csmean,-0.3903056175504389,0.24781714709926594
JPN,lrgdpmad_csmean_lag,-0.01202295257780861,0.19717144938373185
JPN,lcpi_csmean_lag,-0.07180436738417484,0.16425670198211675
JPN,lenpr_csmean_lag,0.03242064233882047,0.03694289230697001
JPN,open_csmean_lag,-0.09393892483194577,0.03443895735935374
JPN,expgdp_csmean_lag,-0.15351405067485757,0.2904597065939836
JPN,iy_csmean_lag,-1.3480116044261194,0.36219206747989446
JPN,dlenpr,-0.10948425212691859,0.01509632297703815
NLD,const,-1.576840460227686,0.43699951127016434
NLD,l_dlcpi2,-0.10979195480359749,0.07298147911838786
NLD,dopen,-0.0065934160647316276,0.027806671070033675
NLD,dexpgdp,0.02375902372773453,0.03073653772128145
NLD,diy,-0.029567841600282918,0.21493038235367498
NLD,l_lrgdpmad,0.11890760901030717,0.19723212512654095
NLD,l_lcpi,-0.34888666438291693,0.07301017834308318
NLD,l_open,-0.0009326227677775023,0.03649586679025231
NLD,l_iy,-0.40746132622473397,0.19608176259126595
NLD,mod,0.009510074719216277,0.016088177694158885
NLD,dlenprmod,0.2040552367491273,0.0428534431462618
NLD,lrgdpmad_csmean,1.0145205955714118,0.13702682094750449
NLD,lcpi_csmean,-0.02922536713640511,0.16928375889348712
NLD,lenpr_csmean,0.13181854420736272,0.049628050327762796
NLD,open_csmean,-0.06299661894263409,0.04298532889696149
NLD,expgdp_csmean,0.07320111280341735,0.22348198435492492
NLD,iy_csmean,0.31544811560524977,0.5514095075224427
NLD,lrgdpmad_csmean_lag,-0.8849774467739735,0.26190658857460825
NLD,lcpi_csmean_lag,0.10933622162065149,0.18152616207221733
NLD,lenpr_csmean_lag,-0.05275882159253342,0.04123534883850768
NLD,open_csmean_lag,0.08889708017022713,0.04705786782824694
NLD,expgdp_csmean_lag,0.17302556384402124,0.18393741838283564
NLD,iy_csmean_lag,-0.028993371380238386,0.37479862364267635
NLD,dlenpr,-0.20870589512344395,0.04411209076579189
NOR,const,-0.07751292790635489,0.48985942073953626
NOR,l_dlcpi2,0.13199237206674752,0.06945838622177855
NOR,dopen,0.03596148831641699,0.06396788392702397
NOR,dexpgdp,-0.037050771234248714,0.08784273623956955
NOR,diy,0.2971844221926858,0.052742887822449756
NOR,l_lrgdpmad,-1.1096984936307308,0.11650513649104224
NOR,l_lcpi,-0.6088259767157069,0.06963303488695921
NOR,l_open,0.2742307684903835,0.04119118863412444
NOR,l_iy,0.2410020449028707,0.04132559427143542
NOR,mod,0.01588796619637378,0.004846644030754227
NOR,dlenprmod,-0.01840080815065903,0.02427740050979332
NOR,lrgdpmad_csmean,0.8464694914173378,0.11441845761023312
NOR,lcpi_csmean,-0.9388556548619817,0.20947007640641613
NOR,lenpr_csmean,0.1552543082179909,0.03498752894211524
NOR,open_csmean,0.027119803647565277,0.04170304036233567
NOR,expgdp_csmean,-0.2201845801428135,0.17969570565593998
NOR,iy_csmean,-0.5791776670484978,0.32952946906205494
NOR,lrgdpmad_csmean_lag,0.31496468877230654,0.14544615755416157
NOR,lcpi_csmean_lag,1.5828115191143297,0.25790449201378207
NOR,lenpr_csmean_lag,-0.23416366486173956,0.03584756054089509
NOR,open_csmean_lag,0.09882604307949805,0.02876653577699324
NOR,expgdp_csmean_lag,0.18487472647939285,0.22433216538401882
NOR,iy_csmean_lag,-0.880328105652552,0.28168210281729444
NOR,dlenpr,-0.00975976826225633,0.021862241173006437
PRT,const,4.284870632487582,1.8318850745975224
PRT,l_dlcpi2,-0.2993000708679574,0.050104459382041944
PRT,dopen,0.2576055446775172,0.08177948619963209
PRT,dexpgdp,0.27504934634862366,0.11645937024717334
